"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"DCXR",1.40156592480748e-22,0.349075260650113,0.286,0.228,2.86269840141928e-18,"2","DCXR"
"G6PD",4.66889682238586e-21,0.316902000356621,0.268,0.209,9.53622175972312e-17,"2","G6PD"
"STUB1",2.11665227812397e-19,0.307003656719171,0.451,0.476,4.32326227806821e-15,"2","STUB1"
"GFOD1",1.21580020928195e-18,0.304892760607118,0.255,0.197,2.48327192745838e-14,"2","GFOD1"
"FBXW5",2.34903251575129e-18,0.346041270122557,0.363,0.346,4.797898913422e-14,"2","FBXW5"
"SAR1A",2.93145786952895e-18,0.349707711487085,0.327,0.293,5.98750269851287e-14,"2","SAR1A"
"HIST1H1E",9.47728504151307e-17,0.319414814340729,0.283,0.237,1.93573546972904e-12,"2","HIST1H1E"
"RAP1A",1.60050445249542e-12,0.275707895237696,0.393,0.408,3.26903034422189e-08,"2","RAP1A"
"TMC8",6.83163723625505e-12,0.253327250438384,0.254,0.217,1.39536190550509e-07,"2","TMC8"
"PPIE",3.69756605340646e-10,0.277521035170166,0.26,0.24,7.55227866408269e-06,"2","PPIE"
"ABT1",3.02743131152807e-08,0.2678848564278,0.257,0.243,0.000618352845379608,"2","ABT1"
"BLOC1S4",8.42042458254826e-06,0.262124475674678,0.26,0.262,0.171987172098548,"2","BLOC1S4"
"SHISA2",0,0.955717176123458,0.545,0.115,0,"3","SHISA2"
"AC087627.1",4.0094304937351e-262,0.600216842234599,0.497,0.13,8.18926178345394e-258,"3","AC087627.1"
"FAM69C",1.79610753130568e-223,0.491499692011632,0.352,0.07,3.66854963269184e-219,"3","FAM69C"
"CAV1",7.78285783413335e-193,0.520068809313483,0.315,0.067,1.58964871262174e-188,"3","CAV1"
"LINC02363",2.65837776057995e-167,0.386746272829092,0.335,0.084,5.42973657598454e-163,"3","LINC02363"
"CYTL1",1.12771140547577e-161,0.590430278300758,0.409,0.132,2.30335054568426e-157,"3","CYTL1"
"SMURF1",3.22515972250226e-155,0.400234143164596,0.402,0.127,6.58738873321088e-151,"3","SMURF1"
"SERINC2",3.68519606667503e-146,0.430375845632149,0.388,0.125,7.52701296618375e-142,"3","SERINC2"
"DUSP26",2.3950261239802e-142,0.337083703468004,0.277,0.066,4.89184085822955e-138,"3","DUSP26"
"FGFR1",8.65284491836724e-135,0.451042661111661,0.371,0.122,1.76734357457651e-130,"3","FGFR1"
"OR7C1",2.78661960199026e-132,0.376590638655214,0.316,0.09,5.69167053706511e-128,"3","OR7C1"
"ETV5",4.13377353568781e-124,0.378532212376253,0.256,0.064,8.44323244664235e-120,"3","ETV5"
"FAM213A",2.18817299892384e-121,0.506302979525741,0.45,0.189,4.46934335030195e-117,"3","FAM213A"
"SMAD1",1.94705795155046e-119,0.438043518578782,0.343,0.116,3.97686586604181e-115,"3","SMAD1"
"LRIG1",2.29672118957601e-110,0.353170516097838,0.336,0.114,4.691053029709e-106,"3","LRIG1"
"COL5A1",2.11710494018066e-106,0.385190106070853,0.311,0.102,4.324186840319e-102,"3","COL5A1"
"ROBO4",4.40495765895968e-105,0.268937158860972,0.252,0.071,8.99712601842515e-101,"3","ROBO4"
"BTNL9",4.55713752952758e-104,0.389707752101092,0.318,0.109,9.30795340406007e-100,"3","BTNL9"
"AJ009632.2",6.5404341160179e-95,0.295099922992133,0.255,0.077,1.33588366819666e-90,"3","AJ009632.2"
"HAR1A",4.25891293267541e-92,0.36116963413468,0.348,0.137,8.69882966498953e-88,"3","HAR1A"
"TENM4",1.25308776770524e-88,0.317213080176856,0.272,0.09,2.55943176553796e-84,"3","TENM4"
"ATP8A2",6.94373673309127e-86,0.312859351538839,0.262,0.087,1.41825822773389e-81,"3","ATP8A2"
"TNFSF4",1.5728878336798e-84,0.320072872293354,0.323,0.126,3.21262340029099e-80,"3","TNFSF4"
"MAST4",1.64646589670011e-80,0.335190386093457,0.333,0.138,3.36290659400997e-76,"3","MAST4"
"IRF4",5.23216805420605e-79,0.300100176860678,0.282,0.102,1.06867032507159e-74,"3","IRF4"
"C10orf25",6.69927420191634e-79,0.334485300083443,0.336,0.14,1.36832675574141e-74,"3","C10orf25"
"PLXND1",6.50748036031125e-74,0.306259793912906,0.36,0.164,1.32915286359357e-69,"3","PLXND1"
"ENTPD1-AS1",1.72240222093772e-72,0.325969649286943,0.387,0.188,3.51800653626529e-68,"3","ENTPD1-AS1"
"ATRNL1",3.34328659285266e-69,0.255876289193636,0.268,0.104,6.82866286590155e-65,"3","ATRNL1"
"TCFL5",6.91731088982312e-66,0.344932817309014,0.373,0.181,1.41286074924637e-61,"3","TCFL5"
"NMRK1",8.20352853213485e-65,0.305997643016434,0.318,0.141,1.67557070268854e-60,"3","NMRK1"
"AHI1",1.66426760792561e-64,0.446273625348186,0.385,0.204,3.39926658918807e-60,"3","AHI1"
"AP1B1",6.49854357952014e-64,0.365808534687608,0.387,0.204,1.32732752611699e-59,"3","AP1B1"
"TNK2",4.51191923652498e-60,0.294333868200445,0.398,0.209,9.21559504060227e-56,"3","TNK2"
"PAN3-AS1",1.55043505524116e-55,0.286007188106027,0.327,0.159,3.16676360033007e-51,"3","PAN3-AS1"
"GAB2",4.698335168966e-55,0.250222058054738,0.312,0.148,9.59634958261306e-51,"3","GAB2"
"ARHGAP29",1.21908632503594e-53,0.317313221963052,0.257,0.111,2.48998381888591e-49,"3","ARHGAP29"
"BTBD3",6.36899861260716e-51,0.290096673747363,0.288,0.137,1.30086796662501e-46,"3","BTBD3"
"NEURL1B",1.15414848526063e-48,0.266357525174946,0.351,0.19,2.35734828114485e-44,"3","NEURL1B"
"ZNF117",2.28373051723506e-47,0.2605154096831,0.353,0.188,4.66451958145261e-43,"3","ZNF117"
"ZNF793",5.12379862328007e-46,0.277573307560956,0.352,0.191,1.04653586880495e-41,"3","ZNF793"
"SH3PXD2A",6.45616338479974e-46,0.260532719399905,0.323,0.171,1.31867137134535e-41,"3","SH3PXD2A"
"FLNB",2.1891646793391e-45,0.279968249794832,0.365,0.207,4.47136885755012e-41,"3","FLNB"
"NRN1",8.58119447103327e-44,0.270267886541945,0.319,0.17,1.75270897070855e-39,"3","NRN1"
"SDK2",9.71901560726807e-43,0.256483779825723,0.317,0.167,1.9851089377845e-38,"3","SDK2"
"ARHGAP21",3.73991486663354e-38,0.265612936641321,0.344,0.202,7.63877611509901e-34,"3","ARHGAP21"
"MAML2",8.9108037446383e-37,0.276130476687216,0.346,0.205,1.82003166484237e-32,"3","MAML2"
"CPM",6.59468780070291e-36,0.268790867198602,0.312,0.176,1.34696498329357e-31,"3","CPM"
"INTS3",1.32603443132171e-33,0.261273102046509,0.335,0.205,2.7084253259746e-29,"3","INTS3"
"TBC1D7",2.04715431227439e-31,0.25984065443577,0.34,0.213,4.18131268282044e-27,"3","TBC1D7"
"CCL17",0,2.70191540053654,0.795,0.07,0,"4","CCL17"
"IL2RA",0,0.773184167823174,0.505,0.067,0,"4","IL2RA"
"HSPA12B",0,0.622748112360804,0.505,0.06,0,"4","HSPA12B"
"TMEM236",0,0.603584147693474,0.48,0.092,0,"4","TMEM236"
"MUC4",0,0.466700488815032,0.383,0.04,0,"4","MUC4"
"MYO1B",2.39281996539045e-275,0.383118892738758,0.297,0.038,4.88733477931e-271,"4","MYO1B"
"HBEGF",8.37963364174662e-209,0.499177924694197,0.305,0.054,1.71154017132675e-204,"4","HBEGF"
"C5orf38",2.15023923707708e-172,0.369325499511601,0.263,0.048,4.39186364172994e-168,"4","C5orf38"
"SNAP47",7.0914783919143e-138,0.376769880004388,0.458,0.166,1.4484344615485e-133,"4","SNAP47"
"HRH2",1.359207957327e-130,0.488087283671167,0.453,0.173,2.77618225284041e-126,"4","HRH2"
"SCN3A",1.85749131034284e-121,0.326758573781156,0.342,0.104,3.79392600137524e-117,"4","SCN3A"
"APCDD1",5.50934720747642e-104,0.298887811723166,0.339,0.114,1.12528416712706e-99,"4","APCDD1"
"ANGPT2",1.84227305748364e-98,0.407468292542319,0.353,0.131,3.76284271991033e-94,"4","ANGPT2"
"PON2",2.62678022161582e-98,0.263885284934678,0.259,0.076,5.36519860265031e-94,"4","PON2"
"LGMN",1.32502338226727e-89,0.275172446979068,0.322,0.116,2.70636025828089e-85,"4","LGMN"
"AL391069.3",3.30967489480268e-69,0.278363999321836,0.315,0.129,6.76001097263447e-65,"4","AL391069.3"
"FAM241A",2.10292918101366e-66,0.329547512229999,0.347,0.159,4.2952328522204e-62,"4","FAM241A"
"NPDC1",4.58761200471001e-66,0.250853660532137,0.305,0.124,9.3701975196202e-62,"4","NPDC1"
"GNA15",4.93363922403209e-62,0.264224816988857,0.389,0.191,1.00769581150855e-57,"4","GNA15"
"KLHL2",7.16554355296984e-62,0.254022843237715,0.385,0.183,1.46356227069409e-57,"4","KLHL2"
"KLHL5",3.40783391142089e-46,0.258418287455122,0.277,0.131,6.96050076407716e-42,"4","KLHL5"
"HELLS",0,1.19212016462302,0.868,0.107,0,"5","HELLS"
"H2AFX",0,1.14453874840812,0.827,0.122,0,"5","H2AFX"
"FAM111B",0,1.08617326015085,0.716,0.014,0,"5","FAM111B"
"MCM3",0,1.02630987780211,0.867,0.183,0,"5","MCM3"
"CENPM",0,0.927101351399724,0.807,0.107,0,"5","CENPM"
"ASF1B",0,0.923547742500929,0.734,0.027,0,"5","ASF1B"
"TMEM106C",0,0.841821595311435,0.775,0.12,0,"5","TMEM106C"
"BRCA1",0,0.824545059490345,0.776,0.083,0,"5","BRCA1"
"MAD2L1",0,0.781528030276135,0.783,0.079,0,"5","MAD2L1"
"CDCA7",0,0.776453318722385,0.752,0.078,0,"5","CDCA7"
"AURKB",0,0.742046324266438,0.59,0.028,0,"5","AURKB"
"RAD51AP1",0,0.691105575856808,0.71,0.045,0,"5","RAD51AP1"
"KIFC1",0,0.674749717774351,0.607,0.023,0,"5","KIFC1"
"PXMP2",0,0.657024394847857,0.776,0.152,0,"5","PXMP2"
"MMS22L",0,0.656239732867512,0.74,0.11,0,"5","MMS22L"
"E2F2",0,0.635128696442688,0.691,0.125,0,"5","E2F2"
"WDR76",0,0.630557644784769,0.688,0.057,0,"5","WDR76"
"LIG1",0,0.626519549845663,0.699,0.069,0,"5","LIG1"
"BARD1",0,0.614049682923607,0.774,0.171,0,"5","BARD1"
"RFC4",0,0.611975713800752,0.72,0.099,0,"5","RFC4"
"SPC25",0,0.608101653469632,0.571,0.021,0,"5","SPC25"
"SAC3D1",0,0.605115363435158,0.651,0.079,0,"5","SAC3D1"
"PHF19",0,0.600707042315475,0.749,0.149,0,"5","PHF19"
"CHEK1",0,0.596202504225768,0.704,0.054,0,"5","CHEK1"
"E2F8",0,0.592834302324452,0.501,0.019,0,"5","E2F8"
"CHAF1A",0,0.588964162238244,0.664,0.065,0,"5","CHAF1A"
"E2F1",0,0.581239941342805,0.656,0.087,0,"5","E2F1"
"RBBP8",0,0.575141050876454,0.653,0.085,0,"5","RBBP8"
"SLFN13",0,0.573566209972929,0.701,0.152,0,"5","SLFN13"
"NDC80",0,0.562835571061841,0.598,0.063,0,"5","NDC80"
"CKAP2L",0,0.531980711097168,0.563,0.027,0,"5","CKAP2L"
"KIF22",0,0.531272085590443,0.675,0.107,0,"5","KIF22"
"FOXM1",0,0.524480971917461,0.563,0.03,0,"5","FOXM1"
"NCAPD3",0,0.508283801725996,0.661,0.089,0,"5","NCAPD3"
"TTF2",0,0.495338273524739,0.634,0.094,0,"5","TTF2"
"NCAPD2",0,0.495064519647947,0.657,0.112,0,"5","NCAPD2"
"CRNDE",0,0.494257497133576,0.596,0.067,0,"5","CRNDE"
"CDCA5",0,0.491386465709085,0.558,0.025,0,"5","CDCA5"
"TCF19",0,0.486879870266556,0.551,0.024,0,"5","TCF19"
"SGO1",0,0.486383410677737,0.573,0.031,0,"5","SGO1"
"ITGB3BP",0,0.480088087928172,0.713,0.132,0,"5","ITGB3BP"
"CCNE2",0,0.469379848971415,0.489,0.02,0,"5","CCNE2"
"ECI1",0,0.462290390690454,0.713,0.179,0,"5","ECI1"
"DTL",0,0.460557694963634,0.545,0.026,0,"5","DTL"
"CEP55",0,0.458362828085646,0.508,0.009,0,"5","CEP55"
"RFC5",0,0.454138241992497,0.62,0.078,0,"5","RFC5"
"HIRIP3",0,0.450997097628951,0.639,0.09,0,"5","HIRIP3"
"PRR11",0,0.441937552741178,0.463,0.041,0,"5","PRR11"
"NT5DC2",0,0.4399861890135,0.503,0.041,0,"5","NT5DC2"
"MDK",0,0.439895369452424,0.504,0.054,0,"5","MDK"
"HADH",0,0.439331594182319,0.672,0.145,0,"5","HADH"
"RPL39L",0,0.435759189008725,0.61,0.065,0,"5","RPL39L"
"SHCBP1",0,0.427456884945557,0.533,0.035,0,"5","SHCBP1"
"GGH",0,0.426123329738662,0.567,0.041,0,"5","GGH"
"ACAT2",0,0.424679328014453,0.675,0.128,0,"5","ACAT2"
"POLD3",0,0.423569326662886,0.609,0.104,0,"5","POLD3"
"NCAPH",0,0.419384573063719,0.522,0.026,0,"5","NCAPH"
"MND1",0,0.419336071951355,0.614,0.121,0,"5","MND1"
"KLHL23",0,0.416444478042459,0.492,0.056,0,"5","KLHL23"
"GJC1",0,0.41481732041878,0.434,0.023,0,"5","GJC1"
"MSH2",0,0.409478124333636,0.634,0.128,0,"5","MSH2"
"RPA1",0,0.408619854840901,0.707,0.164,0,"5","RPA1"
"CDCA2",0,0.407397472030846,0.432,0.02,0,"5","CDCA2"
"CIT",0,0.402793894596492,0.477,0.027,0,"5","CIT"
"TMPO-AS1",0,0.402786166422456,0.518,0.046,0,"5","TMPO-AS1"
"YEATS4",0,0.396852726294005,0.669,0.159,0,"5","YEATS4"
"MIS18A",0,0.392107543179742,0.636,0.096,0,"5","MIS18A"
"CDCA3",0,0.386562788427822,0.435,0.023,0,"5","CDCA3"
"SPC24",0,0.386451083702348,0.477,0.025,0,"5","SPC24"
"PHGDH",0,0.386386880984248,0.419,0.031,0,"5","PHGDH"
"CDC6",0,0.385760823925831,0.465,0.024,0,"5","CDC6"
"KIF2C",0,0.384055241299534,0.432,0.021,0,"5","KIF2C"
"NRM",0,0.379885000054221,0.594,0.109,0,"5","NRM"
"BUB1B",0,0.37770511643855,0.443,0.027,0,"5","BUB1B"
"GINS4",0,0.37280093840489,0.502,0.029,0,"5","GINS4"
"BLM",0,0.370137083584626,0.548,0.071,0,"5","BLM"
"CDCA8",0,0.368610592357826,0.43,0.024,0,"5","CDCA8"
"TIMELESS",0,0.364218588529879,0.497,0.031,0,"5","TIMELESS"
"WEE1",0,0.36366216738628,0.569,0.096,0,"5","WEE1"
"CCNF",0,0.361756168820969,0.452,0.031,0,"5","CCNF"
"RACGAP1",0,0.360142099925558,0.477,0.05,0,"5","RACGAP1"
"DSN1",0,0.357225660693763,0.53,0.066,0,"5","DSN1"
"PAQR4",0,0.356970033928049,0.449,0.036,0,"5","PAQR4"
"MTHFD1",0,0.354043051820149,0.539,0.072,0,"5","MTHFD1"
"BRIP1",0,0.348678433091765,0.444,0.016,0,"5","BRIP1"
"BUB1",0,0.347602240384465,0.419,0.03,0,"5","BUB1"
"RAD51C",0,0.345509345962503,0.633,0.138,0,"5","RAD51C"
"RFWD3",0,0.345414225243612,0.592,0.114,0,"5","RFWD3"
"ZNF704",0,0.344809291415743,0.416,0.032,0,"5","ZNF704"
"KIF14",0,0.34472749480251,0.377,0.018,0,"5","KIF14"
"LMNB2",0,0.344073358716913,0.523,0.073,0,"5","LMNB2"
"DIAPH3",0,0.343937156359639,0.43,0.024,0,"5","DIAPH3"
"SKA3",0,0.342587757823837,0.458,0.032,0,"5","SKA3"
"FANCA",0,0.341828130745205,0.525,0.067,0,"5","FANCA"
"CIP2A",0,0.341662690501301,0.474,0.045,0,"5","CIP2A"
"PKMYT1",0,0.341334179887494,0.506,0.079,0,"5","PKMYT1"
"LRR1",0,0.339080997014153,0.55,0.084,0,"5","LRR1"
"CEP152",0,0.33863803956471,0.533,0.095,0,"5","CEP152"
"TEX30",0,0.337329311616306,0.523,0.069,0,"5","TEX30"
"SEPHS1",0,0.335084552018454,0.589,0.125,0,"5","SEPHS1"
"DDX11",0,0.330314045844627,0.445,0.034,0,"5","DDX11"
"CENPA",0,0.328243710023435,0.32,0.017,0,"5","CENPA"
"HERC5",0,0.32756824103661,0.481,0.068,0,"5","HERC5"
"CDC45",0,0.326924155102132,0.422,0.017,0,"5","CDC45"
"AC007240.1",0,0.320992457919488,0.393,0.01,0,"5","AC007240.1"
"DDB2",0,0.309541002949166,0.528,0.089,0,"5","DDB2"
"TMEM97",0,0.309137366385248,0.456,0.039,0,"5","TMEM97"
"PIMREG",0,0.306310548356386,0.32,0.002,0,"5","PIMREG"
"MCM8",0,0.304485312303506,0.47,0.055,0,"5","MCM8"
"RMI1",0,0.303112211168514,0.486,0.069,0,"5","RMI1"
"KDELC2",0,0.300687805382269,0.419,0.033,0,"5","KDELC2"
"CENPS",0,0.29416456901474,0.47,0.044,0,"5","CENPS"
"XRCC2",0,0.294111305492133,0.377,0.023,0,"5","XRCC2"
"CENPL",0,0.293768554366075,0.471,0.065,0,"5","CENPL"
"POLQ",0,0.289402746937806,0.401,0.022,0,"5","POLQ"
"TROAP",0,0.288864569039373,0.353,0.025,0,"5","TROAP"
"KNTC1",0,0.288347180271842,0.414,0.046,0,"5","KNTC1"
"ALDH7A1",0,0.288121743156692,0.442,0.043,0,"5","ALDH7A1"
"PIDD1",0,0.287981283753187,0.423,0.047,0,"5","PIDD1"
"BCL2L12",0,0.287211074747807,0.555,0.109,0,"5","BCL2L12"
"FIGNL1",0,0.283698639181677,0.445,0.057,0,"5","FIGNL1"
"MYO3A",0,0.283633666822662,0.397,0.049,0,"5","MYO3A"
"CENPJ",0,0.2821082359513,0.461,0.061,0,"5","CENPJ"
"NCAPH2",0,0.279981901956881,0.486,0.074,0,"5","NCAPH2"
"SHMT1",0,0.274521958638106,0.421,0.038,0,"5","SHMT1"
"CCDC18",0,0.273797178358961,0.44,0.065,0,"5","CCDC18"
"DEPDC1B",0,0.273717910701846,0.396,0.031,0,"5","DEPDC1B"
"C2orf48",0,0.27366262127523,0.306,0.005,0,"5","C2orf48"
"HYI",0,0.269174170603421,0.476,0.081,0,"5","HYI"
"E2F7",0,0.268982962764203,0.34,0.009,0,"5","E2F7"
"MNS1",0,0.265886265880017,0.337,0.021,0,"5","MNS1"
"POC1A",0,0.265420337811171,0.438,0.046,0,"5","POC1A"
"DSCC1",0,0.26532033245438,0.367,0.02,0,"5","DSCC1"
"TTK",0,0.264312351887829,0.359,0.021,0,"5","TTK"
"NEK2",0,0.261443472478444,0.338,0.019,0,"5","NEK2"
"IMPA2",0,0.260002818650469,0.439,0.061,0,"5","IMPA2"
"WDHD1",0,0.257673828914659,0.385,0.04,0,"5","WDHD1"
"FANCD2",0,0.255458807473652,0.412,0.04,0,"5","FANCD2"
"HMGXB4",1.14175293672991e-307,0.376980660468317,0.702,0.175,2.33203037327083e-303,"5","HMGXB4"
"SLC2A4RG",2.11582384213015e-307,0.357753864276564,0.642,0.147,4.32157019755083e-303,"5","SLC2A4RG"
"OXCT1",3.30286553716075e-306,0.296660315017597,0.54,0.106,6.74610285965083e-302,"5","OXCT1"
"ACYP1",2.29307114705752e-303,0.381468980561739,0.659,0.159,4.68359781786498e-299,"5","ACYP1"
"POLD2",2.32109766117621e-302,0.380789322729377,0.65,0.157,4.74084197295241e-298,"5","POLD2"
"ING2",7.39942877528339e-299,0.262600334547469,0.544,0.109,1.51133332735163e-294,"5","ING2"
"HPRT1",4.92405619680821e-283,0.366534183888664,0.68,0.175,1.00573847819808e-278,"5","HPRT1"
"RIPPLY3",8.79904110244001e-282,0.264731549690581,0.344,0.046,1.79720414517337e-277,"5","RIPPLY3"
"COPRS",1.76055469522027e-279,0.312115124620079,0.595,0.138,3.5959329649874e-275,"5","COPRS"
"DBF4",1.31501651581037e-275,0.314355825013704,0.568,0.126,2.68592123354268e-271,"5","DBF4"
"ACOT7",3.02492825023878e-274,0.268423077966781,0.474,0.091,6.17841595111272e-270,"5","ACOT7"
"LRRCC1",5.09544017593021e-272,0.252859348605613,0.434,0.077,1.04074365593375e-267,"5","LRRCC1"
"RFC2",1.59971289516121e-271,0.427659476081759,0.709,0.204,3.26741358836678e-267,"5","RFC2"
"SLC20A1",2.08691197077746e-271,0.345195182766419,0.642,0.162,4.26251770031297e-267,"5","SLC20A1"
"ZNF714",3.58168200305853e-269,0.294291277884556,0.552,0.122,7.31558549124706e-265,"5","ZNF714"
"ACTL6A",5.69247480026364e-269,0.327049344512888,0.642,0.164,1.16268797795385e-264,"5","ACTL6A"
"SKP2",1.37597867597956e-264,0.256628058488783,0.456,0.087,2.81043644568825e-260,"5","SKP2"
"CDK2AP1",1.42275806791288e-260,0.318346270635484,0.583,0.14,2.90598335371205e-256,"5","CDK2AP1"
"SPATA33",4.8720339832987e-259,0.30597695628597,0.538,0.122,9.9511294108876e-255,"5","SPATA33"
"CKAP5",1.29199983065975e-250,0.358079759783182,0.542,0.131,2.63890965412253e-246,"5","CKAP5"
"EPB41L2",1.40874726233756e-249,0.30891565102897,0.547,0.128,2.87736628332447e-245,"5","EPB41L2"
"PPIH",5.29837218206896e-245,0.292793404712015,0.611,0.155,1.08219251818758e-240,"5","PPIH"
"FH",1.20883342702838e-243,0.298148372289441,0.578,0.145,2.46904227470546e-239,"5","FH"
"MAGOHB",1.57975521234309e-242,0.289699768482141,0.582,0.145,3.22665002121076e-238,"5","MAGOHB"
"SAE1",3.09329427916855e-241,0.36780063345525,0.667,0.194,6.31805356520177e-237,"5","SAE1"
"LINC01224",3.25302057373139e-241,0.31722174545045,0.448,0.091,6.64429452184636e-237,"5","LINC01224"
"IPO9",1.1914174340948e-240,0.333218493806057,0.652,0.183,2.43347010913864e-236,"5","IPO9"
"CCP110",2.67766750886388e-239,0.351589945531908,0.631,0.175,5.46913588685448e-235,"5","CCP110"
"UNG",1.28320694985544e-236,0.271319224661062,0.336,0.054,2.62095019507973e-232,"5","UNG"
"MT1E",4.15406907085291e-236,0.35211575185201,0.502,0.117,8.48468607721707e-232,"5","MT1E"
"GGCT",2.74221037086236e-230,0.351114649547993,0.674,0.204,5.60096468248637e-226,"5","GGCT"
"CFAP20",3.94517361043065e-224,0.292137245582483,0.636,0.178,8.05801709930461e-220,"5","CFAP20"
"TCTEX1D2",2.21724131538968e-223,0.263651835718082,0.541,0.134,4.52871538668341e-219,"5","TCTEX1D2"
"CEP295",2.49262510321008e-222,0.268266722850263,0.507,0.122,5.09118677330659e-218,"5","CEP295"
"FADS1",4.30375479553969e-220,0.296236194575344,0.495,0.119,8.79041916988981e-216,"5","FADS1"
"MAP3K20",3.8825212133054e-212,0.310240289190626,0.599,0.171,7.93004957817627e-208,"5","MAP3K20"
"CASP8AP2",1.42392441080305e-210,0.326340221075397,0.624,0.184,2.90836560906523e-206,"5","CASP8AP2"
"GAMT",1.82456849057467e-205,0.275008588848297,0.533,0.14,3.72668114199876e-201,"5","GAMT"
"MRPL17",1.5847745236469e-203,0.254918794653322,0.54,0.144,3.23690196454878e-199,"5","MRPL17"
"DCTPP1",3.16355957109636e-201,0.369366680829633,0.632,0.201,6.46157042396432e-197,"5","DCTPP1"
"C1orf35",6.77929828792621e-197,0.285670194562442,0.607,0.181,1.38467167530893e-192,"5","C1orf35"
"APOLD1",8.52465579524578e-194,0.272612028950294,0.471,0.117,1.74116094617895e-189,"5","APOLD1"
"TP53",7.12930882894272e-193,0.279564385976919,0.603,0.18,1.45616132831155e-188,"5","TP53"
"ANKRD36C",3.47440377106427e-188,0.271225491522666,0.581,0.17,7.09646970239878e-184,"5","ANKRD36C"
"AHCY",1.53531874838979e-187,0.26269483382241,0.563,0.164,3.13588854358615e-183,"5","AHCY"
"HDGFL3",1.29895973795398e-185,0.285354234989563,0.527,0.15,2.653125264771e-181,"5","HDGFL3"
"EXOSC8",1.22253588581271e-182,0.259935729647422,0.589,0.177,2.49702954677245e-178,"5","EXOSC8"
"IPO5",2.29787428067683e-180,0.253503396295682,0.527,0.15,4.69340821828242e-176,"5","IPO5"
"CDKN2C",2.02569757074176e-179,0.373071967823137,0.622,0.211,4.13748728824004e-175,"5","CDKN2C"
"NUP107",7.21345223799905e-179,0.26618190158647,0.615,0.194,1.47334761961131e-174,"5","NUP107"
"SNRNP40",9.5837029785211e-179,0.262036521837026,0.641,0.204,1.95747133336293e-174,"5","SNRNP40"
"SLC16A1-AS1",1.6298602050859e-176,0.378106553445009,0.572,0.183,3.32898946888796e-172,"5","SLC16A1-AS1"
"RDX",9.68046342342787e-174,0.279866835940153,0.621,0.203,1.97723465423514e-169,"5","RDX"
"DAZAP1",4.28290271623628e-168,0.260262162839895,0.695,0.243,8.74782879791261e-164,"5","DAZAP1"
"CDK5RAP2",9.66188709057452e-163,0.262864273955418,0.602,0.201,1.97344043824984e-158,"5","CDK5RAP2"
"SCCPDH",1.7106664766738e-158,0.253985750795886,0.593,0.195,3.49403627860625e-154,"5","SCCPDH"
"CMC2",2.92867147971156e-147,0.276929935615149,0.683,0.263,5.98181149731087e-143,"5","CMC2"
"HSPH1",5.3355927870321e-141,0.255466487993939,0.573,0.196,1.08979482675131e-136,"5","HSPH1"
"VPS29",8.65274877947389e-129,0.313877690411046,0.851,0.416,1.76732393820754e-124,"5","VPS29"
"TRGC2",0,1.54879442878377,0.711,0.066,0,"6","TRGC2"
"CD8A",0,1.47288721527779,0.666,0.033,0,"6","CD8A"
"KLRG1",0,1.13490801562184,0.618,0.075,0,"6","KLRG1"
"RGS1",0,0.808666643876671,0.345,0.036,0,"6","RGS1"
"ZNF683",0,0.740248433441774,0.27,0.017,0,"6","ZNF683"
"SH2D1A",0,0.680621115983266,0.416,0.053,0,"6","SH2D1A"
"LAG3",1.56758017173848e-280,0.461614813716188,0.275,0.029,3.20178250077585e-276,"6","LAG3"
"SLAMF6",7.33232196944506e-229,0.468350293605396,0.337,0.057,1.49762676225915e-224,"6","SLAMF6"
"TNIK",1.9148386125494e-141,0.365456840110431,0.275,0.06,3.91105786613214e-137,"6","TNIK"
"GPR174",1.18918665246959e-104,0.341535993967764,0.251,0.066,2.42891373766913e-100,"6","GPR174"
"PATL2",1.1424978844881e-96,0.456290483849389,0.275,0.085,2.33355192906695e-92,"6","PATL2"
"SPATA13",1.19130457004785e-84,0.362741670394555,0.295,0.103,2.43323958432273e-80,"6","SPATA13"
"ANXA2R",8.4086163441237e-70,0.407914778893305,0.337,0.151,1.71745988828726e-65,"6","ANXA2R"
"LPXN",1.4334007974456e-60,0.365872325455968,0.349,0.171,2.92772112878264e-56,"6","LPXN"
"SLFN12L",1.98888783973513e-56,0.309317430605399,0.251,0.099,4.062303412659e-52,"6","SLFN12L"
"LATS2",1.55429371803731e-52,-0.269677189842613,0.038,0.251,3.17464491909121e-48,"6","LATS2"
"SLC4A7",1.98423988948426e-51,0.371323864564423,0.309,0.153,4.0528099742716e-47,"6","SLC4A7"
"ATG2A",1.27334840671987e-48,0.283367893583794,0.273,0.125,2.60081412072534e-44,"6","ATG2A"
"MIAT",2.44845995403755e-45,0.310124776531722,0.255,0.117,5.00097945612169e-41,"6","MIAT"
"BTN3A3",4.71675029800306e-43,0.27487359772411,0.257,0.12,9.63396248367125e-39,"6","BTN3A3"
"HERPUD2",1.47953916966686e-40,0.279541774969604,0.298,0.155,3.02195875404455e-36,"6","HERPUD2"
"MAD1L1",7.45863136500789e-39,0.343745184584835,0.345,0.207,1.52342545630286e-34,"6","MAD1L1"
"SCML4",4.17283322229236e-28,0.289238508612988,0.299,0.184,8.52301185653215e-24,"6","SCML4"
"MT1F",1.88603431988677e-26,0.270114645898943,0.258,0.151,3.85222509836872e-22,"6","MT1F"
