"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"C1QTNF4",0,1.08666297478417,0.902,0.309,0,"0","C1QTNF4"
"VPREB1",0,0.74705351647498,0.986,0.502,0,"0","VPREB1"
"PDLIM1",0,0.712949486099645,0.95,0.483,0,"0","PDLIM1"
"ID3",0,0.71222436152081,0.919,0.421,0,"0","ID3"
"CD99",0,0.701140422942853,0.976,0.767,0,"0","CD99"
"AL713998.1",0,0.697131230781033,0.978,0.481,0,"0","AL713998.1"
"CD27",0,0.680569929903144,0.76,0.301,0,"0","CD27"
"TCL1A",0,0.680529017575264,0.991,0.512,0,"0","TCL1A"
"SOX4",0,0.667769041013579,0.992,0.525,0,"0","SOX4"
"SNHG7",0,0.651477019818331,0.965,0.575,0,"0","SNHG7"
"CMTM8",0,0.649105041710956,0.937,0.42,0,"0","CMTM8"
"ARMH1",0,0.64849150648785,0.991,0.528,0,"0","ARMH1"
"LCN6",0,0.635071196664591,0.781,0.294,0,"0","LCN6"
"LEF1",0,0.633273553706004,0.96,0.49,0,"0","LEF1"
"RPLP0",0,0.632364749933974,0.999,0.902,0,"0","RPLP0"
"POU2F2",0,0.618380565674922,0.846,0.391,0,"0","POU2F2"
"LRMP",0,0.616606518543803,0.881,0.435,0,"0","LRMP"
"CD79A",0,0.611781819036691,0.989,0.531,0,"0","CD79A"
"CXorf21",0,0.607862513390053,0.76,0.312,0,"0","CXorf21"
"COL6A3",0,0.603516510234713,0.76,0.266,0,"0","COL6A3"
"S100A13",0,0.601630800318385,0.867,0.391,0,"0","S100A13"
"GYPC",0,0.586821888738685,0.963,0.68,0,"0","GYPC"
"DDIT4",0,0.580848333102367,0.92,0.547,0,"0","DDIT4"
"TCL1B",0,0.571229054885886,0.979,0.497,0,"0","TCL1B"
"AC084033.3",0,0.552799316549139,0.88,0.432,0,"0","AC084033.3"
"TKT",0,0.545020544090612,0.974,0.666,0,"0","TKT"
"CLEC11A",0,0.538015687754535,0.864,0.391,0,"0","CLEC11A"
"ZCCHC7",0,0.533999912170823,0.946,0.55,0,"0","ZCCHC7"
"RPS5",0,0.524633767430605,0.999,0.907,0,"0","RPS5"
"LRRFIP1",0,0.51951400893879,0.987,0.788,0,"0","LRRFIP1"
"RPS9",0,0.519045065253687,1,0.941,0,"0","RPS9"
"RPL18A",0,0.512487939255655,1,0.931,0,"0","RPL18A"
"RPS4X",0,0.512404230694255,1,0.94,0,"0","RPS4X"
"NT5E",0,0.505137017918664,0.658,0.219,0,"0","NT5E"
"NOP53",0,0.500123379991448,0.998,0.816,0,"0","NOP53"
"CD82",0,0.491517532569179,0.728,0.294,0,"0","CD82"
"RACK1",0,0.490166908432799,1,0.919,0,"0","RACK1"
"EEF1A1",0,0.489746592651361,1,0.967,0,"0","EEF1A1"
"LINC01013",0,0.489021489238037,0.807,0.356,0,"0","LINC01013"
"LYL1",0,0.486227414252193,0.81,0.398,0,"0","LYL1"
"CD34",0,0.484762367598893,0.857,0.369,0,"0","CD34"
"RPS2",0,0.482284293178535,1,0.942,0,"0","RPS2"
"RPL5",0,0.478303865589506,1,0.925,0,"0","RPL5"
"RAB13",0,0.472744873783009,0.693,0.285,0,"0","RAB13"
"EEF2",0,0.471927934427649,0.993,0.829,0,"0","EEF2"
"LAPTM5",0,0.46327702759256,0.997,0.81,0,"0","LAPTM5"
"EMP1",0,0.457231443052105,0.381,0.07,0,"0","EMP1"
"ECM1",0,0.455875363297615,0.684,0.269,0,"0","ECM1"
"GSN",0,0.455146956444771,0.848,0.411,0,"0","GSN"
"RPSA",0,0.446643578485558,1,0.92,0,"0","RPSA"
"HVCN1",0,0.441747332451069,0.721,0.298,0,"0","HVCN1"
"RPL10",0,0.431279296454927,1,0.946,0,"0","RPL10"
"RPL29",0,0.427321235191066,1,0.931,0,"0","RPL29"
"RPL10A",0,0.425094612523551,0.999,0.908,0,"0","RPL10A"
"RPLP1",0,0.419804337581048,1,0.97,0,"0","RPLP1"
"RPS12",0,0.414353354998009,1,0.959,0,"0","RPS12"
"RPS8",0,0.410311959659488,1,0.948,0,"0","RPS8"
"RPS3",0,0.406732716166253,1,0.939,0,"0","RPS3"
"RPS23",0,0.404939024143108,1,0.945,0,"0","RPS23"
"RPS13",0,0.403193247966541,1,0.935,0,"0","RPS13"
"TPT1",0,0.39972267466799,1,0.989,0,"0","TPT1"
"RPS3A",0,0.397263072315677,1,0.946,0,"0","RPS3A"
"BTF3",0,0.397185013933059,0.998,0.889,0,"0","BTF3"
"RPS19",0,0.393178886728955,1,0.937,0,"0","RPS19"
"RPS18",0,0.389698848132029,1,0.936,0,"0","RPS18"
"RPL13",0,0.386582634282044,1,0.958,0,"0","RPL13"
"RPL7A",0,0.37396537412567,1,0.937,0,"0","RPL7A"
"RPS24",0,0.370819374048348,1,0.959,0,"0","RPS24"
"RPL7",0,0.368226797788413,0.999,0.941,0,"0","RPL7"
"RPL18",0,0.36488876444859,1,0.933,0,"0","RPL18"
"RPL15",0,0.341605863907875,1,0.939,0,"0","RPL15"
"RPL28",0,0.326207596178742,1,0.971,0,"0","RPL28"
"RPL19",0,0.321622128945427,1,0.946,0,"0","RPL19"
"ACTB",0,-0.819898950731025,0.996,0.979,0,"0","ACTB"
"QRSL1",3.6797024587481e-306,0.485378795611237,0.883,0.443,7.51579227199299e-302,"0","QRSL1"
"EIF3E",3.23804185332736e-305,0.443440355671654,0.987,0.789,6.61370048542113e-301,"0","EIF3E"
"MS4A1",1.83798705626777e-303,0.554758417688186,0.702,0.281,3.75408856242693e-299,"0","MS4A1"
"B2M",2.68791347742011e-303,-1.0922364842044,1,0.993,5.49006327763058e-299,"0","B2M"
"GDI2",3.69332377369124e-301,0.487296115657326,0.946,0.628,7.54361380776436e-297,"0","GDI2"
"BAALC",1.84451253121006e-300,0.300886431635544,0.286,0.049,3.76741684499654e-296,"0","BAALC"
"ACTG1",6.51408835182336e-300,0.466390004330751,1,0.937,1.33050254585992e-295,"0","ACTG1"
"H2AFY",6.62525113827095e-298,0.478948117813909,0.982,0.657,1.35320754499184e-293,"0","H2AFY"
"RPL11",1.1106173419653e-297,0.300012922204861,1,0.951,2.26843592096412e-293,"0","RPL11"
"RPL4",2.48461876220956e-297,0.406301065193797,0.998,0.882,5.07483382181303e-293,"0","RPL4"
"ZFAS1",3.28226860478017e-297,0.464015073904363,0.977,0.721,6.7040336252635e-293,"0","ZFAS1"
"BCL11A",1.65227928090014e-296,0.486474554702795,0.974,0.533,3.37478043123854e-292,"0","BCL11A"
"HPS4",3.2603975456872e-295,0.495102584256529,0.979,0.559,6.6593619870661e-291,"0","HPS4"
"SLC35E3",3.28207315353519e-295,0.50313688970953,0.972,0.533,6.70363441609564e-291,"0","SLC35E3"
"RPL9",7.45534306172331e-293,0.312763677547369,1,0.95,1.52275382035699e-288,"0","RPL9"
"SMIM24",4.66946245806964e-292,0.435382858707717,0.681,0.278,9.53737707060723e-288,"0","SMIM24"
"MDM2",2.46039080982016e-291,0.510762372757252,0.946,0.566,5.02534822905769e-287,"0","MDM2"
"TRAC",3.84977903956145e-290,0.521923886764763,0.917,0.548,7.86317368830427e-286,"0","TRAC"
"DNTT",4.81487080626693e-290,0.570390236227192,0.991,0.52,9.83437362180021e-286,"0","DNTT"
"FHL1",2.87137461075491e-289,0.442517877936399,0.693,0.293,5.8647826424669e-285,"0","FHL1"
"UBXN10-AS1",7.44699686633912e-289,0.393692722514999,0.551,0.194,1.52104910994977e-284,"0","UBXN10-AS1"
"SCIMP",1.19362600229181e-286,0.372849851313155,0.47,0.14,2.43798110968102e-282,"0","SCIMP"
"FTL",2.44695395233517e-286,-0.878366074189749,0.99,0.973,4.99790344764458e-282,"0","FTL"
"RASD1",2.52654186824264e-285,0.481203205111959,0.804,0.365,5.1604617658856e-281,"0","RASD1"
"EBF1",2.35930307866261e-282,0.448670556929918,0.869,0.421,4.81887653816839e-278,"0","EBF1"
"MAPKBP1",3.92599272482049e-282,0.383907200213541,0.53,0.183,8.01884014044586e-278,"0","MAPKBP1"
"EEF1B2",5.96034346926801e-282,0.446300878874424,0.997,0.874,1.21740015359799e-277,"0","EEF1B2"
"MSH6",4.52919048519163e-280,0.471849257979579,0.915,0.496,9.2508715660039e-276,"0","MSH6"
"YBX3",1.24081885861526e-279,0.481380081497556,0.998,0.639,2.53437251872168e-275,"0","YBX3"
"CCDC81",2.99293854065505e-275,0.407127908384805,0.607,0.231,6.11307696928794e-271,"0","CCDC81"
"RPL3",2.41005294745069e-271,0.317818329516034,1,0.933,4.92253314516804e-267,"0","RPL3"
"RPL26",1.70502195446593e-270,0.302048439340626,1,0.94,3.48250734199665e-266,"0","RPL26"
"PNISR",2.13125462737618e-268,0.415048656778005,0.996,0.838,4.35308757641584e-264,"0","PNISR"
"RPL32",2.13268127967006e-268,0.288952624440069,1,0.95,4.35600151372609e-264,"0","RPL32"
"MME",9.39713128672696e-268,0.479274295816081,0.976,0.505,1.91936406531398e-263,"0","MME"
"HLA-A",1.0587613517483e-267,-1.00074332591936,0.985,0.968,2.16252006094591e-263,"0","HLA-A"
"AEBP1",1.37153247834043e-267,0.434428220905256,0.762,0.35,2.80135508701032e-263,"0","AEBP1"
"SSBP2",8.96977495825292e-267,0.428266186187114,0.924,0.478,1.83207653522316e-262,"0","SSBP2"
"MZB1",8.0514961910513e-266,0.430826923109905,0.984,0.525,1.64451809702223e-261,"0","MZB1"
"PSD3",3.20073886314267e-261,0.384962240445213,0.624,0.247,6.53750912796891e-257,"0","PSD3"
"BLNK",7.47184689155187e-258,0.391418344151728,0.873,0.419,1.52612472759947e-253,"0","BLNK"
"HLA-DPB1",8.75698337901781e-258,0.428766145899942,0.994,0.782,1.78861385516439e-253,"0","HLA-DPB1"
"GCHFR",1.65331916415845e-256,0.414025157245531,0.597,0.242,3.37690439279364e-252,"0","GCHFR"
"DPEP1",5.73312760558685e-256,0.438711240747468,0.882,0.449,1.17099131344111e-251,"0","DPEP1"
"CD9",9.49388794676351e-254,0.46514002184936,0.987,0.522,1.93912661312645e-249,"0","CD9"
"RPL13A",1.35511172437521e-253,0.307309294703545,0.999,0.944,2.76781569703638e-249,"0","RPL13A"
"IL1B",1.77505881133691e-252,0.364659576932912,0.717,0.314,3.62555762215565e-248,"0","IL1B"
"FUT7",8.46531983242161e-252,0.378242249888019,0.525,0.192,1.72904157577211e-247,"0","FUT7"
"EIF3F",3.13488244651837e-251,0.38779785231942,0.981,0.775,6.40299739701377e-247,"0","EIF3F"
"C9orf139",3.17970578212447e-251,0.384875176699895,0.663,0.283,6.49454905998923e-247,"0","C9orf139"
"KLF8",1.0997472551582e-249,0.357842159823684,0.507,0.173,2.24623376866063e-245,"0","KLF8"
"CD79B",3.40024539059712e-249,0.412990211267191,0.978,0.566,6.94500121029461e-245,"0","CD79B"
"MYB",2.76127654944006e-248,0.39261431702376,0.844,0.425,5.63990735223132e-244,"0","MYB"
"NAV1",3.6280179844155e-248,0.405692416818345,0.819,0.406,7.41022673316865e-244,"0","NAV1"
"CLIC1",1.35470162908452e-247,0.373168713144447,0.992,0.864,2.76697807740514e-243,"0","CLIC1"
"EVI2B",7.65072210755684e-246,0.405579990307073,0.873,0.56,1.56265999046848e-241,"0","EVI2B"
"PARP1",3.48841452167073e-245,0.433720392398482,0.956,0.635,7.12508666051246e-241,"0","PARP1"
"SNHG8",6.63035770358127e-245,0.472867651994255,0.877,0.555,1.35425056095647e-240,"0","SNHG8"
"TRIM38",2.25359762855801e-244,0.41672482119825,0.957,0.613,4.60297315632974e-240,"0","TRIM38"
"SPACA9",2.779081903009e-244,0.270328262024997,0.344,0.089,5.67627478689588e-240,"0","SPACA9"
"TOP2B",9.40071390015209e-244,0.432149541984166,0.923,0.558,1.92009581410606e-239,"0","TOP2B"
"HLA-DRA",2.32367967097905e-239,0.494961513174769,0.999,0.676,4.74611572797471e-235,"0","HLA-DRA"
"RPL23",3.82394042655217e-238,0.339199141571968,0.999,0.913,7.81039832123282e-234,"0","RPL23"
"TERF2",1.73649697761614e-237,0.412736043823576,0.911,0.508,3.54679507678096e-233,"0","TERF2"
"EGFL7",6.61601176703705e-237,0.355140550597295,0.701,0.32,1.35132040341732e-232,"0","EGFL7"
"VPREB3",1.19305679587908e-236,0.404942672888873,0.978,0.506,2.43681850558301e-232,"0","VPREB3"
"PXDN",6.26745285257214e-236,0.355198288703332,0.712,0.324,1.28012724513786e-231,"0","PXDN"
"HLA-B",8.79904925462874e-236,-0.717003132811283,0.997,0.973,1.79720581025792e-231,"0","HLA-B"
"RPS7",9.78297465313571e-236,0.278282445133487,1,0.944,1.99817257290297e-231,"0","RPS7"
"DENND6B",8.21902580246287e-235,0.29417793309,0.394,0.12,1.67873602015304e-230,"0","DENND6B"
"IKZF1",1.01322667409705e-233,0.412106369617713,0.96,0.726,2.06951548184323e-229,"0","IKZF1"
"NTHL1",3.65990052863972e-233,0.400400859516232,0.646,0.297,7.47534682974663e-229,"0","NTHL1"
"RPS14",3.34371666743488e-232,0.26202702358898,1,0.955,6.82954129323573e-228,"0","RPS14"
"IGHM",5.91374835329594e-231,0.251814077266738,0.99,0.527,1.2078831011607e-226,"0","IGHM"
"FYB1",1.23843517753074e-228,-1.26968877926554,0.019,0.348,2.52950385010654e-224,"0","FYB1"
"WDR49",1.91647376986957e-227,0.308400762227015,0.428,0.139,3.9143976749586e-223,"0","WDR49"
"TCF3",3.74128109415688e-227,0.394563660421277,0.887,0.504,7.64156663481543e-223,"0","TCF3"
"APEX1",6.34093574438935e-227,0.419085361521091,0.852,0.516,1.29513612579153e-222,"0","APEX1"
"WASF2",1.40264156027366e-226,0.396827891215235,0.975,0.712,2.86489538685894e-222,"0","WASF2"
"ARL4C",4.46565614116661e-226,-1.37633064461039,0.012,0.337,9.12110266833281e-222,"0","ARL4C"
"LINC01480",7.20377767809036e-225,0.322147500469914,0.482,0.169,1.47137159074996e-220,"0","LINC01480"
"ATP5F1E",8.21213615121392e-225,-0.59783710786824,0.982,0.961,1.67732880888544e-220,"0","ATP5F1E"
"HLA-C",1.46304594885182e-224,-1.03362220265287,0.972,0.942,2.98827135052984e-220,"0","HLA-C"
"HSH2D",1.57524523892328e-224,0.398181021989872,0.776,0.396,3.21743840050079e-220,"0","HSH2D"
"VSIG10",1.79045986740955e-223,0.35610197066933,0.64,0.286,3.65701427918401e-219,"0","VSIG10"
"PTGDR",2.39867717746745e-223,0.452295853712543,0.66,0.308,4.89929813497727e-219,"0","PTGDR"
"FRMD4B",1.08699037976291e-222,0.318683188330528,0.527,0.206,2.22017785066574e-218,"0","FRMD4B"
"MILR1",1.35911073188652e-220,0.356870902391656,0.596,0.254,2.77598366987822e-216,"0","MILR1"
"ANKRD28",2.74437044278952e-220,0.337859974212215,0.628,0.289,5.6053766293976e-216,"0","ANKRD28"
"HACD1",4.41147781970041e-220,0.362391132883891,0.486,0.187,9.01044344673808e-216,"0","HACD1"
"STARD3",1.54579371750909e-218,0.361361536317295,0.715,0.357,3.15728366801233e-214,"0","STARD3"
"NPM1",1.09680617704242e-217,0.355868912577438,0.993,0.863,2.24022661660915e-213,"0","NPM1"
"KDM5B",1.46198491471538e-217,0.348473146669794,0.574,0.246,2.98610418830617e-213,"0","KDM5B"
"ATP5MC2",1.47134736956481e-217,0.350992236047942,0.992,0.837,3.00522700233613e-213,"0","ATP5MC2"
"PRDX1",3.08062358989491e-217,0.445548770033071,0.973,0.701,6.29217368236036e-213,"0","PRDX1"
"PLIN3",2.13306070747117e-216,0.35089574745065,0.779,0.401,4.35677649500986e-212,"0","PLIN3"
"SUSD3",2.07125956595227e-214,0.355311659536949,0.78,0.395,4.23054766345752e-210,"0","SUSD3"
"RPL8",1.80179584950818e-213,0.287032722492696,1,0.933,3.68016802262046e-209,"0","RPL8"
"SOCS2",1.99146393101537e-212,0.358136310069454,0.949,0.518,4.0675650790989e-208,"0","SOCS2"
"TRAF3IP2",9.54400528620592e-212,0.318872674509813,0.582,0.25,1.94936307970756e-207,"0","TRAF3IP2"
"S1PR4",2.20063124272668e-211,0.409158590020588,0.902,0.61,4.49478931326925e-207,"0","S1PR4"
"DBI",1.76396522819701e-210,0.414170501489453,0.984,0.808,3.6028989785924e-206,"0","DBI"
"LAT2",3.36852110351418e-210,0.369979804634593,0.913,0.523,6.88020435392771e-206,"0","LAT2"
"GZMA",1.77469161976369e-209,-1.99400667622547,0.007,0.313,3.62480763336734e-205,"0","GZMA"
"FXYD5",4.55199466001697e-209,0.378756564705288,0.925,0.63,9.29744909308467e-205,"0","FXYD5"
"ARHGEF2",9.28869041748653e-209,0.33565328415286,0.719,0.363,1.89721501777162e-204,"0","ARHGEF2"
"NR3C1",1.75362706517312e-208,0.459770693307,0.903,0.621,3.58178328061609e-204,"0","NR3C1"
"LCN8",5.93722045217332e-208,0.320810202596049,0.67,0.303,1.2126772773564e-203,"0","LCN8"
"RPL24",1.80979034172614e-207,0.272419202730245,1,0.932,3.69649677297563e-203,"0","RPL24"
"LUC7L3",6.55189394698007e-207,0.356625516795714,0.98,0.725,1.33822433867068e-202,"0","LUC7L3"
"ISG20",1.21193316648021e-206,0.403124292975685,0.932,0.686,2.47537349253583e-202,"0","ISG20"
"RCAN1",7.65328470706196e-205,0.377529415970953,0.757,0.388,1.56318340141741e-200,"0","RCAN1"
"SEPT6",1.4964255927523e-203,0.38134868246064,0.965,0.695,3.05644927319658e-199,"0","SEPT6"
"MLXIP",6.31020683191337e-203,0.34535058418825,0.905,0.526,1.28885974541831e-198,"0","MLXIP"
"PAN3",8.95868974140511e-203,0.347896982873409,0.733,0.383,1.82981237968199e-198,"0","PAN3"
"P2RX1",6.41710549480004e-202,0.27006950862748,0.525,0.211,1.31069379731291e-197,"0","P2RX1"
"SLC9A3R2",2.62215326478651e-201,0.329319171448951,0.544,0.224,5.35574804332645e-197,"0","SLC9A3R2"
"SYNE3",6.73305177170899e-201,0.316677938138426,0.726,0.363,1.37522582437156e-196,"0","SYNE3"
"HLA-DQB1",6.9744679113548e-200,0.30368521324537,0.848,0.457,1.42453507089422e-195,"0","HLA-DQB1"
"FAM129C",1.59304314789585e-199,0.307830814730442,0.813,0.4,3.25379062957726e-195,"0","FAM129C"
"CCDC88A",1.9485016041709e-198,0.363337380852827,0.787,0.424,3.97981452651906e-194,"0","CCDC88A"
"NARFL",5.6451612938731e-198,0.334886560891742,0.65,0.314,1.15302419427358e-193,"0","NARFL"
"SMARCA4",1.51024239283037e-195,0.356350502018606,0.845,0.484,3.08467008735603e-191,"0","SMARCA4"
"LIMS1",1.19523176251045e-194,0.366149882813897,0.836,0.516,2.44126087492759e-190,"0","LIMS1"
"ITGB2",1.81498539939101e-194,-1.08410364954122,0.093,0.389,3.70710767825613e-190,"0","ITGB2"
"PAG1",4.25899411305875e-194,0.35492978001234,0.906,0.529,8.69899547592249e-190,"0","PAG1"
"ETFB",2.69189215735524e-193,0.400721544382373,0.736,0.424,5.49818973139808e-189,"0","ETFB"
"NACA",2.85939069149419e-192,0.259350231805756,1,0.943,5.84030548737688e-188,"0","NACA"
"RPS11",1.07079003104101e-191,0.272635103646311,1,0.949,2.18708863840125e-187,"0","RPS11"
"HLA-DMA",1.2776034974065e-191,0.339414114928837,0.905,0.536,2.60950514345279e-187,"0","HLA-DMA"
"PFKL",1.72756325750519e-191,0.351764606689284,0.789,0.441,3.52854795345436e-187,"0","PFKL"
"IMPDH2",4.1151080321166e-191,0.370344420770069,0.62,0.306,8.40510815559815e-187,"0","IMPDH2"
"RCSD1",5.00051875823932e-190,0.34930635505167,0.948,0.598,1.02135595637038e-185,"0","RCSD1"
"ZMYND8",1.25976069620269e-188,0.343498922283656,0.792,0.448,2.57306122199399e-184,"0","ZMYND8"
"ARL11",2.54231724375378e-188,0.280256603858347,0.553,0.235,5.19268297036709e-184,"0","ARL11"
"EPB41L4A-AS1",3.96209922274955e-188,0.337921151174891,0.722,0.391,8.09258766246595e-184,"0","EPB41L4A-AS1"
"NRIP1",1.14389706846436e-187,0.279473994151543,0.827,0.438,2.33640976233845e-183,"0","NRIP1"
"KCNMB3",1.33065344102092e-187,0.302297518717106,0.453,0.176,2.71785965328524e-183,"0","KCNMB3"
"PRF1",1.46829139973693e-187,-1.57269731162463,0.008,0.288,2.99898518396269e-183,"0","PRF1"
"CLEC14A",9.60968332320349e-187,0.288610437671128,0.354,0.114,1.96277781876431e-182,"0","CLEC14A"
"RNASET2",2.66709347971328e-186,0.327698705417516,0.921,0.622,5.44753843231438e-182,"0","RNASET2"
"MGMT",1.40239442336361e-185,0.350701753852428,0.878,0.552,2.86439060972017e-181,"0","MGMT"
"BIN2",1.89965629365983e-185,-0.802584110359652,0.01,0.288,3.88004797980021e-181,"0","BIN2"
"CST7",3.82443127462296e-185,-1.59796532354584,0.066,0.349,7.81140087841739e-181,"0","CST7"
"NRXN3",5.25612328223871e-185,0.257294319706208,0.389,0.133,1.07356318039726e-180,"0","NRXN3"
"MIR181A1HG",1.30116775836198e-184,0.310454665588169,0.632,0.298,2.65763514645434e-180,"0","MIR181A1HG"
"CDK6",3.11019867433703e-184,0.368291792839883,0.862,0.506,6.35258079233339e-180,"0","CDK6"
"RPL6",9.07370274257405e-184,0.255502308695422,1,0.94,1.85330378517075e-179,"0","RPL6"
"GZMM",6.08618521048947e-183,-0.958884738860465,0.004,0.278,1.24310332924247e-178,"0","GZMM"
"CD247",7.8842885046853e-183,-1.221649562747,0.008,0.283,1.61036592708197e-178,"0","CD247"
"HBB",1.23561079127129e-182,-4.52082276986046,0.169,0.455,2.52373504117162e-178,"0","HBB"
"CAMK1D",1.66948082641561e-182,0.357107777856077,0.639,0.321,3.40991458795389e-178,"0","CAMK1D"
"TNFRSF13C",4.90163099072051e-181,0.301736577715637,0.674,0.326,1.00115812985466e-176,"0","TNFRSF13C"
"ZFP14",2.01163915616661e-179,0.301508897504394,0.635,0.306,4.1087729764703e-175,"0","ZFP14"
"MPG",2.61618650398083e-179,0.344857875078872,0.728,0.414,5.34356093438084e-175,"0","MPG"
"JUP",2.10624206898029e-178,0.289982040415727,0.7,0.348,4.30199942589224e-174,"0","JUP"
"PSMA6",2.38846551203679e-177,0.337346154532673,0.707,0.372,4.87844080833514e-173,"0","PSMA6"
"STRBP",2.87270588288179e-177,0.304826192347784,0.799,0.439,5.86750176578605e-173,"0","STRBP"
"GZMH",5.11475738472375e-177,-1.64238769662457,0.006,0.273,1.04468919582983e-172,"0","GZMH"
"RAB34",1.08380981060284e-175,0.279053972854646,0.57,0.258,2.2136815381563e-171,"0","RAB34"
"FTX",9.41716211367872e-175,0.335213734150469,0.791,0.455,1.92345536171888e-170,"0","FTX"
"RGS12",1.52310955724921e-174,0.271531331492557,0.512,0.22,3.11095127068151e-170,"0","RGS12"
"DDAH2",3.94377120488383e-174,0.301131024805915,0.752,0.402,8.05515268597522e-170,"0","DDAH2"
"PLEK",2.40729165549545e-173,-1.05953148186066,0.087,0.362,4.91689320634945e-169,"0","PLEK"
"PTPN6",3.45083001487417e-173,0.305111070630041,0.834,0.507,7.04832030538049e-169,"0","PTPN6"
"MDM4",6.13898386093712e-173,0.306746321826338,0.952,0.66,1.25388745359641e-168,"0","MDM4"
"TPM4",1.11352228242431e-172,0.330736064447857,0.957,0.623,2.27436926185165e-168,"0","TPM4"
"SNX5",2.58211733319448e-172,0.339124271435233,0.721,0.402,5.27397465304972e-168,"0","SNX5"
"CCL4",3.97423373383044e-172,-1.57166855153491,0.009,0.271,8.11737240134868e-168,"0","CCL4"
"DENND3",7.52312320586983e-172,0.284716583690246,0.696,0.357,1.53659791479891e-167,"0","DENND3"
"PTPN14",2.79786474227831e-171,0.253251641382793,0.287,0.084,5.71463873610345e-167,"0","PTPN14"
"MSI2",1.35076678336429e-169,0.292761355352017,0.881,0.521,2.75894115502157e-165,"0","MSI2"
"LINC02227",1.65854742389836e-169,0.291439273928583,0.665,0.326,3.38758311331241e-165,"0","LINC02227"
"TMSB4X",2.94604582425665e-169,-0.658933258961627,1,0.972,6.01729859604421e-165,"0","TMSB4X"
"EIF2AK4",1.79348634173341e-167,0.318459778791674,0.607,0.312,3.66319585299049e-163,"0","EIF2AK4"
"LMNA",3.34264467682902e-167,0.304068839973794,0.322,0.103,6.82735175242327e-163,"0","LMNA"
"INSR",3.27711630844535e-166,0.302814672959977,0.679,0.349,6.69351005999963e-162,"0","INSR"
"SMIM14",5.47825755422231e-166,0.278042883616278,0.627,0.307,1.11893410544991e-161,"0","SMIM14"
"SYT1",5.54201649717308e-166,0.254421051222075,0.347,0.12,1.1319568695476e-161,"0","SYT1"
"ZNF439",7.43190721147065e-166,0.282488832095321,0.577,0.272,1.51796704794288e-161,"0","ZNF439"
"ICAM2",7.53347000988232e-166,0.333082307257776,0.742,0.436,1.53871124951846e-161,"0","ICAM2"
"DPYSL2",2.01881931746963e-165,0.293083610562065,0.664,0.339,4.12343845593173e-161,"0","DPYSL2"
"CD74",6.7813449694488e-165,0.345982345987843,0.999,0.802,1.38508971000992e-160,"0","CD74"
"IFT57",7.15590958065932e-165,0.306701098659948,0.696,0.373,1.46159453184967e-160,"0","IFT57"
"ZNF581",1.59732457609777e-164,0.272418720121844,0.531,0.244,3.26253544667969e-160,"0","ZNF581"
"C6orf48",2.90404445275328e-164,0.320085504560586,0.857,0.54,5.93151079474858e-160,"0","C6orf48"
"TBC1D14",2.11514024349036e-163,0.275367124569206,0.499,0.225,4.32017394732906e-159,"0","TBC1D14"
"IGBP1",2.12208510980049e-163,0.317779348211872,0.791,0.482,4.3343588367675e-159,"0","IGBP1"
"USP10",3.26853641329801e-163,0.299147112743825,0.604,0.314,6.67598562416119e-159,"0","USP10"
"KLRD1",5.67564267303825e-163,-1.27160998784311,0.002,0.251,1.15925001596806e-158,"0","KLRD1"
"CLTC",5.8841541921639e-163,0.313185610667926,0.842,0.512,1.20183849374948e-158,"0","CLTC"
"FGFBP2",1.42614638337041e-162,-1.68092945087065,0.005,0.254,2.91290398803405e-158,"0","FGFBP2"
"ERGIC1",1.8778361145936e-162,0.281235355464236,0.812,0.461,3.83548026405742e-158,"0","ERGIC1"
"WDR66",3.63965805458651e-162,0.276517000118197,0.548,0.246,7.43400157649295e-158,"0","WDR66"
"TAGLN2",6.47360982872181e-162,0.314918828400636,0.92,0.7,1.32223480751643e-157,"0","TAGLN2"
"HLA-E",1.10984838036188e-161,-0.858839961741731,0.932,0.894,2.26686531688915e-157,"0","HLA-E"
"RASGRP2",1.30715686495436e-161,0.302678384229058,0.856,0.52,2.66986789666928e-157,"0","RASGRP2"
"CTDSPL",5.00559675897625e-161,0.265042776740581,0.471,0.205,1.0223931380209e-156,"0","CTDSPL"
"TTN",7.37042401260396e-161,0.28548311688233,0.48,0.206,1.50540910457436e-156,"0","TTN"
"CD2",7.91736248672942e-161,-0.987183334720981,0.005,0.251,1.61712128791448e-156,"0","CD2"
"SMAD3",1.78025718254763e-160,0.268581023082055,0.468,0.201,3.63617529535353e-156,"0","SMAD3"
"LINC00426",1.53749568944557e-158,0.285835457004806,0.499,0.219,3.14033494569258e-154,"0","LINC00426"
"ETS1",2.66898629145427e-158,-0.808846807262298,0.083,0.343,5.45140450029535e-154,"0","ETS1"
"S100A16",3.43521572789574e-158,0.425290455362087,0.625,0.33,7.01642812422705e-154,"0","S100A16"
"CCNI",3.52993418797235e-158,0.29941359141809,0.988,0.854,7.20989057893353e-154,"0","CCNI"
"EIF3L",7.56997132900254e-158,0.313515814646599,0.916,0.644,1.54616664394877e-153,"0","EIF3L"
"SLAIN1",1.36622577368456e-157,0.251531533794761,0.409,0.166,2.79051614275071e-153,"0","SLAIN1"
"ARHGEF7",1.63892060580298e-157,0.27696475551993,0.604,0.301,3.34749533735259e-153,"0","ARHGEF7"
